Date,Close,Volume,MA,BIAS,RSI,stochrsi_k,stochrsi_d,MACD,PSY
2021-05-03,32465.75,351000,32465.75,0.0,100.0,0.0,0.0,0.0,
2021-05-04,32270.349609375,786800,32368.0498046875,-97.7001953125,0.0,0.0,0.0,-20.470517113091773,
2021-05-05,32783.69921875,0,32506.599609375,277.099609375,75.91870924570402,0.0,0.0,18.882125141728466,
2021-05-06,32827.80078125,0,32586.89990234375,240.90087890625,77.66664240866751,0.0,0.0,51.626446556805604,
2021-05-07,32904.5,0,32650.419921875,254.080078125,80.60469687183587,0.0,0.0,82.37889361092311,
2021-05-10,33142.3984375,0,32732.416341145832,409.9820963541679,86.97997894033294,0.0,0.0,127.99137933845486,
2021-05-11,32872.19921875,0,32800.157877604164,72.04134114583576,60.06910766653817,0.0,0.0,130.2616150562244,
2021-05-12,32452.30078125,0,32830.483072916664,-378.18229166666424,38.091579102034636,0.0,0.0,85.43429955086685,
2021-05-14,32169.55078125,0,32728.125,-558.57421875,29.399754132028875,0.0,0.0,21.739113098403323,
2021-05-17,33459.25,0,32833.366536458336,625.8834635416642,68.60762415746437,0.0,0.0,110.3331989047474,
2021-05-18,33922.3984375,0,33003.016276041664,919.3821614583358,74.66968892532421,0.6270616084181037,0.0,220.8771697235352,
2021-05-19,33685.19921875,0,33093.483072916664,591.7161458333358,66.74814418632097,0.7231192209029351,0.0,271.8333224523958,
2021-05-20,33334.55078125,0,33170.541666666664,164.00911458333576,56.17613989586028,0.6149979314897939,0.6550595869369442,266.80349530943204,46.15384615384615
2021-05-21,34606.8984375,0,33529.641276041664,1077.2571614583358,74.06346068471723,0.6126106342023621,0.650242595531697,391.37445116910385,53.84615384615385
2021-05-24,34943.6015625,0,33991.983072916664,951.6184895833358,77.03949965555093,0.7364606286340375,0.6546897314420644,509.3590046738391,61.53846153846154
2021-05-25,34662.0,0,34192.44140625,469.55859375,69.08390539725191,0.8664700462673588,0.7385137697012528,555.5541558120531,53.84615384615385
2021-05-26,34684.19921875,0,34319.408203125,364.791015625,69.38299802673049,0.9036402906390429,0.8355236551801464,580.7342946799617,53.84615384615385
2021-05-27,35095.05078125,0,34554.383463541664,540.6673177083358,74.7978560034187,0.8683843395565938,0.8794982254876652,630.9399056523544,53.84615384615385
2021-05-28,35141.44921875,0,34855.533203125,285.916015625,75.38775186801485,0.8906517205576869,0.8875587835844412,660.1220907485185,53.84615384615385
2021-05-31,35526.6484375,0,35008.824869791664,517.8235677083358,80.04172744748271,0.9379301253306451,0.8989887284816419,709.0248840062486,61.53846153846154
2021-06-01,35337.19921875,0,35074.424479166664,262.77473958333576,72.00591726579314,0.8833845129526333,0.9039887862803218,711.0688946093433,61.53846153846154
2021-06-02,35373.75,0,35193.049479166664,180.70052083333576,72.64181258533982,0.7139669758831029,0.8450938713887938,702.83332899378,69.23076923076923
2021-06-03,35649.0,0,35353.849609375,295.150390625,77.30124782000692,0.6424853632329475,0.7466122840228945,712.3207609483507,69.23076923076923
2021-06-04,35291.6484375,0,35386.615885416664,-94.96744791666424,61.091497252566946,0.3989535933600752,0.5851353108253752,668.1830097021666,61.53846153846154
2021-06-07,35443.6484375,0,35436.982421875,6.666015625,64.85335877202651,0.32174472247211156,0.45439455968837805,639.432199091556,69.23076923076923
2021-06-08,35085.30078125,0,35363.424479166664,-278.12369791666424,50.92420407132124,0.05989300178893365,0.2601971058737068,568.9012445835615,69.23076923076923
2021-06-09,34800.5,0,35273.974609375,-473.474609375,42.26643891635919,0.05989300178893365,0.14717690868332628,477.17778148331854,61.53846153846154
2021-06-10,35131.19921875,0,35233.549479166664,-102.35026041666424,53.323775097301954,0.08045645769451763,0.06674748709079498,436.34304479441926,61.53846153846154
2021-06-11,35047.3984375,0,35133.282552083336,-85.88411458333576,50.38913264921265,0.13881386522189434,0.09305444156844855,389.69604792113387,61.53846153846154
2021-06-14,34950.6015625,0,35076.44140625,-125.83984375,46.81772725967175,0.16366993378986186,0.12764675223542463,338.3691004619759,53.84615384615385
2021-06-15,35247.75,0,35043.791666666664,203.95833333333576,57.82843721051191,0.19343701966576368,0.1653069395591733,325.9028776494015,53.84615384615385
2021-06-16,35003.5,0,35030.158203125,-26.658203125,48.021628940339006,0.16781634853531854,0.17497443399698134,285.0839377536395,46.15384615384615
2021-06-17,34605.3984375,0,34997.641276041664,-392.24283854166424,36.060782162376206,0.14296027996735097,0.1680712160561444,208.40275208616367,38.46153846153847
2021-06-18,34558.0,0,34902.108072916664,-344.10807291666424,34.821627558855994,0.032736736396931525,0.11450445496653368,143.96505277758843,38.46153846153847
2021-06-21,34871.30078125,0,34872.758463541664,-1.4576822916642413,48.781865160761974,0.16390304851421258,0.11320002162616503,127.40422745132673,38.46153846153847
2021-06-22,34745.0,0,34838.491536458336,-93.49153645833576,44.201958605333964,0.2651238036820925,0.15392119619774555,99.75908675181563,30.76923076923077
2021-06-23,34574.0,0,34726.199869791664,-152.19986979166424,38.351944381282635,0.2839244822598363,0.23765044481871378,59.93481183119002,30.76923076923077
2021-06-24,34827.0,0,34696.783203125,130.216796875,50.08152259564107,0.2795856099425223,0.27621129862815036,56.47276880613936,30.76923076923077
2021-06-25,35364.6484375,0,34823.324869791664,541.3235677083358,66.38942407761034,0.5116981881079757,0.3584027601034448,109.21631171075569,38.46153846153847
2021-06-28,35359.44921875,0,34956.899739583336,402.54947916666424,66.1386900446825,0.8235511266203526,0.5382783082236169,144.76759962579672,38.46153846153847
2021-06-29,35010.30078125,0,34980.06640625,30.234375,50.70639878544848,0.8240291610090241,0.7197594919124507,131.16502695714007,30.76923076923077
2021-06-30,34772.19921875,0,34984.599609375,-212.400390625,42.57660956332573,0.5519266071560215,0.7331689649284661,93.87700063111697,30.76923076923077
2021-07-01,34684.0,164000,35002.932942708336,-318.93294270833576,39.7440906286187,0.23166761067238348,0.5358744596124764,55.85952055217058,30.76923076923077
2021-07-02,34809.8984375,165600,35000.082682291664,-190.18424479166424,45.90819608055589,0.1483064712851158,0.31063356303784023,40.4674756511813,30.76923076923077
2021-07-05,35212.0,0,34974.641276041664,237.35872395833576,61.14298688506208,0.3451299876241048,0.24170135652720134,70.68068349614623,38.46153846153847
2021-07-06,35579.1484375,0,35011.2578125,567.890625,70.30636432189269,0.6680687003509554,0.38716838642005874,129.66616198876727,46.15384615384615
2021-07-07,35771.30078125,0,35138.091145833336,633.2096354166642,74.13684220284014,0.9247209624859863,0.6459732168203489,190.0208269669747,53.84615384615385
2021-07-08,35274.1015625,0,35221.741536458336,52.36002604166424,52.934132027114025,0.8034365160668818,0.7987420596346079,177.99912675897212,46.15384615384615
2021-07-09,35071.94921875,0,35286.399739583336,-214.45052083333576,46.4523480354051,0.5410999209166234,0.7564191331564972,144.7293815153971,46.15384615384615
2021-07-12,35198.8984375,0,35351.233072916664,-152.33463541666424,50.976103131226054,0.31976607280703023,0.5547675032635119,131.1911148935542,53.84615384615385
2021-07-13,35673.3984375,0,35428.1328125,245.265625,64.44758093776005,0.42662789046564176,0.4291646280630985,168.60263400740223,53.84615384615385
2021-07-14,35668.25,0,35442.983072916664,225.26692708333576,64.21781617934496,0.5805754342904315,0.44232313252103456,191.9306089801321,46.15384615384615
2021-07-15,35907.6484375,0,35465.707682291664,441.94075520833576,70.15494295162256,0.7624290507133411,0.5898774584898049,230.2396346226742,53.84615384615385
2021-07-16,35751.80078125,0,35545.32421875,206.4765625,62.10494333573718,0.7241338620959796,0.6890461156999175,237.25565805922815,53.84615384615385
2021-07-19,35079.19921875,0,35546.532552083336,-467.33333333333576,38.95534429055229,0.49918958008811504,0.6619174976324786,167.35174641694175,53.84615384615385
2021-07-20,34415.44921875,0,35415.957682291664,-1000.5084635416642,27.02580159376194,0.2053364784414652,0.47621997354185336,44.031262820295524,53.84615384615385
2021-07-22,34677.30078125,0,35249.94140625,-572.640625,36.265600675202556,0.06437136665822933,0.25629914172926993,-18.63589995575603,53.84615384615385
2021-07-23,35034.3984375,0,35144.299479166664,-109.90104166666424,47.20511661733175,0.20747060288864225,0.159059482662779,-26.22978902545583,53.84615384615385
2021-07-26,34949.69921875,0,34984.641276041664,-34.94205729166424,45.00638611681933,0.33419778990062476,0.20201325314916552,-40.09995471590082,46.15384615384615
2021-07-27,34797.44921875,0,34825.582682291664,-28.13346354166424,40.89737339763681,0.36642869035453884,0.30269902771460205,-65.32550407819508,38.46153846153847
2021-07-28,34532.8984375,0,34734.532552083336,-201.63411458333576,34.35688577661196,0.27042783975272394,0.32368477333596263,-110.05454538418417,38.46153846153847
2021-07-29,34691.5,0,34780.541015625,-89.041015625,41.130000093124096,0.25129393876127265,0.29605015628951187,-123.71817263167031,46.15384615384615
2021-07-30,34584.3515625,0,34765.049479166664,-180.69791666666424,37.95510720271032,0.31433189486961327,0.2786845577945367,-142.47657394639828,38.46153846153847
2021-08-02,34710.0,0,34710.983072916664,-0.9830729166642413,44.034285947891604,0.5152918298693937,0.3603058878334266,-140.1770743228335,38.46153846153847
2021-08-03,35207.44921875,0,34753.94140625,453.5078125,61.81096036921565,0.7410318771821958,0.5235518673070677,-83.72890740582807,46.15384615384615
2021-08-04,36028.05078125,0,34959.041666666664,1069.0091145833358,76.55347957399306,0.914724987295045,0.7236828981155449,44.69143247992906,46.15384615384615
2021-08-05,35834.75,0,35176.016927083336,658.7330729166642,69.02164478317209,0.9464963300317812,0.8674177315030075,116.5414741238128,46.15384615384615
2021-08-06,35809.25,0,35362.30859375,446.94140625,67.96312973320937,0.8856761307439268,0.915632482690251,163.6559523779797,46.15384615384615
2021-08-09,36028.94921875,0,35603.074869791664,425.87434895833576,72.34757396512637,0.862340927113654,0.898171129296454,217.65671284284326,53.84615384615385
2021-08-10,36034.1015625,201200,35823.758463541664,210.34309895833576,72.45366674494475,0.8917841470711494,0.8799337349762434,253.13690475611656,53.84615384615385
2021-08-11,35806.3984375,200200,35923.583333333336,-117.18489583333576,60.20402180758065,0.8439535922993237,0.8660262221613757,250.14153714560962,46.15384615384615
2021-08-12,35937.05078125,122300,35908.416666666664,28.63411458333576,64.35363692958245,0.7784780452254693,0.8380719281986475,256.8962492271312,53.84615384615385
2021-08-13,36169.3515625,125800,35964.18359375,205.16796875,70.84085051993094,0.7455144318335636,0.7893153564527856,281.22838459371997,61.53846153846154
2021-08-16,36094.5,87300,36011.725260416664,82.77473958333576,66.18364805069363,0.6790227346125448,0.734338403890526,285.64189250965865,61.53846153846154
2021-08-17,35867.44921875,118300,35984.80859375,-117.359375,53.40400897321836,0.4345001519833385,0.619679106143149,259.60936129862966,53.84615384615385
2021-08-18,35554.5,140500,35904.875,-350.375,40.47676829146931,0.15819088205263426,0.42390458954950594,203.03667081400636,53.84615384615385
2021-08-20,35033.8515625,181200,35776.1171875,-742.265625,27.288995260745125,0.0,0.19756367801199096,103.67733147153922,46.15384615384615
2021-08-23,35124.3984375,174200,35640.675130208336,-516.2766927083358,31.91820415939111,0.02994408046794927,0.06271165417352788,39.271152157532924,46.15384615384615
2021-08-24,35712.1015625,173600,35564.466796875,147.634765625,54.48698222445703,0.22088371134563703,0.08360926393786212,53.4742230415286,46.15384615384615
2021-08-25,35586.25,144300,35479.758463541664,106.49153645833576,50.20989402982206,0.3792710918795303,0.2100329612310389,49.55153498058644,46.15384615384615
2021-08-26,35617.55078125,136400,35438.108723958336,179.44205729166424,51.34966886170273,0.515929617199117,0.3720281401414282,49.04754670589318,53.84615384615385
2021-08-27,35627.80078125,120900,35450.325520833336,177.47526041666424,51.783401907335445,0.510965162543287,0.4687219572073115,48.82232573172223,53.84615384615385
2021-08-30,36347.6484375,150400,35669.291666666664,678.3567708333358,72.4686897144288,0.685911115342727,0.5709352983617104,123.14197119123855,53.84615384615385
2021-08-31,36424.6015625,210300,35885.9921875,538.609375,73.90481489184754,0.8526418428885245,0.6831727069248462,182.65143297734176,61.53846153846154
2021-09-01,36574.30078125,181500,36029.692057291664,544.6087239583358,76.73748849207936,1.0,0.8461843194104173,237.92864855866355,61.53846153846154
2021-09-02,36831.30078125,118900,36237.200520833336,594.1002604166642,80.98894073053752,1.0,0.9508806142961749,300.33065891164733,61.53846153846154
2021-09-03,36761.1484375,155600,36427.800130208336,333.34830729166424,76.41441272109873,0.9613791116259524,0.9871263705419842,332.4279511759669,61.53846153846154
2021-09-06,36592.3515625,88600,36588.55859375,3.79296875,65.6995538390573,0.8307955023965388,0.9307248713408304,331.64483388774534,61.53846153846154
2021-09-07,36468.80078125,124500,36608.750651041664,-139.94986979166424,58.495219036478154,0.6293066298565542,0.8071604146263485,311.8175465026943,61.53846153846154
2021-09-08,36768.19921875,175800,36666.016927083336,102.18229166666424,68.53009797465207,0.5596844418090091,0.6732621913540341,322.8925358191773,69.23076923076923
2021-09-09,36683.19921875,83600,36684.166666666664,-0.9674479166642413,63.314902447791354,0.43401212098109404,0.5410010642155524,315.8536226421711,61.53846153846154
