,Call Strike,OI of Call,Change_oi in Call,Call ltp,Put Strike,OIPut,Change_oi in Put,Put ltp,Cost,Cost Per Lot,Arbitrage Diff,Arbitrage percent in Spot,Arbitrage percent in Cost
336,47300.0,187750.0,84475.0,2.65,45400.0,1194400.0,265575.0,275.05,277.7,6942.5,-2177.7000000000044,-4.819418425417645,-7.84191573640621
337,45000.0,2440075.0,1173100.0,276.9,43100.0,368625.0,30075.0,4.75,281.65,7041.249999999999,-2181.6500000000015,-4.828160080733063,-7.745961299485183
338,47100.0,243325.0,97575.0,3.0,45000.0,7724850.0,4165800.0,81.3,84.3,2107.5,-2184.300000000003,-4.834024735564933,-25.911032028469787
339,45300.0,5254300.0,3348375.0,105.3,43200.0,582400.0,-1400.0,4.8,110.1,2752.5,-2210.100000000006,-4.891122129777079,-20.07356948228888
340,46300.0,1066325.0,317750.0,4.85,44100.0,1127275.0,-178000.0,7.55,12.399999999999999,309.99999999999994,-2212.4000000000015,-4.896212207555671,-178.4193548387098
341,46200.0,1691100.0,436775.0,5.45,44000.0,3446600.0,623950.0,7.1,12.55,313.75,-2212.5499999999956,-4.896544169149915,-176.29880478087614
342,46100.0,1754375.0,698050.0,6.3,43900.0,933925.0,-67175.0,6.25,12.55,313.75,-2212.550000000003,-4.896544169149931,-176.2988047808767
343,47300.0,187750.0,84475.0,2.65,45300.0,2801750.0,573900.0,210.05,212.70000000000002,5317.5,-2212.7000000000044,-4.89687613074419,-10.402914903620141
344,46400.0,814075.0,259075.0,4.45,44200.0,1926050.0,372100.0,8.35,12.8,320.0,-2212.7999999999956,-4.897097438473676,-172.87499999999966
345,46500.0,4800650.0,1379750.0,4.2,44300.0,2207225.0,112700.0,9.5,13.7,342.5,-2213.699999999997,-4.899089208039219,-161.58394160583921
346,45100.0,2374975.0,1930075.0,209.0,43100.0,368625.0,30075.0,4.75,213.75,5343.75,-2213.75,-4.899199861903977,-10.35672514619883
347,46000.0,4340325.0,1180850.0,7.8,43800.0,1016200.0,196500.0,6.0,13.8,345.0,-2213.800000000003,-4.899310515768736,-160.42028985507267
348,46600.0,707075.0,208650.0,3.75,44400.0,1870800.0,306325.0,11.65,15.4,385.0,-2215.4000000000015,-4.902851439440803,-143.85714285714295
349,45900.0,1876100.0,583675.0,9.6,43700.0,720475.0,16325.0,5.8,15.399999999999999,384.99999999999994,-2215.4000000000015,-4.902851439440803,-143.85714285714297
350,47200.0,484075.0,351400.0,2.9,45100.0,4001700.0,2254300.0,113.15,116.05000000000001,2901.2500000000005,-2216.050000000003,-4.904289939682585,-19.095648427402004
351,45800.0,2359900.0,438450.0,13.05,43600.0,1053625.0,-257725.0,5.65,18.700000000000003,467.50000000000006,-2218.7000000000044,-4.910154594514456,-118.64705882352963
352,46700.0,572675.0,147150.0,3.55,44500.0,4072275.0,646925.0,15.25,18.8,470.0,-2218.800000000003,-4.910375902243957,-118.02127659574484
353,46800.0,881225.0,373625.0,3.45,44600.0,2667550.0,780250.0,20.15,23.599999999999998,590.0,-2223.5999999999985,-4.920998673260159,-94.2203389830508
354,45700.0,3450825.0,1492750.0,18.95,43500.0,3412600.0,721900.0,5.55,24.5,612.5,-2224.5,-4.922990442825702,-90.79591836734694
355,46900.0,410125.0,78425.0,3.25,44700.0,2593750.0,641550.0,28.35,31.6,790.0,-2231.5999999999985,-4.938703291620512,-70.62025316455691
356,45600.0,3584900.0,1722975.0,29.2,43400.0,526175.0,122600.0,5.25,34.45,861.2500000000001,-2234.449999999997,-4.945010561911385,-64.86066763425245
357,47000.0,4486250.0,1178375.0,3.15,44800.0,3248775.0,820475.0,39.7,42.85,1071.25,-2242.8499999999985,-4.963600411189758,-52.341890315052474
358,45500.0,6027700.0,2723900.0,45.5,43300.0,509450.0,-79725.0,4.95,50.45,1261.25,-2250.449999999997,-4.980419798632091,-44.60753221010896
359,45200.0,5808700.0,4299350.0,150.55,43100.0,368625.0,30075.0,4.75,155.3,3882.5000000000005,-2255.300000000003,-4.991153223513068,-14.522215067611093
360,47300.0,187750.0,84475.0,2.65,45200.0,5573200.0,3331225.0,155.75,158.4,3960.0,-2258.4000000000015,-4.998013763127702,-14.257575757575767
361,47100.0,243325.0,97575.0,3.0,44900.0,3096150.0,1801275.0,56.85,59.85,1496.25,-2259.8499999999985,-5.001222725205509,-37.75856307435252
362,45400.0,4535250.0,2639075.0,69.9,43200.0,582400.0,-1400.0,4.8,74.7,1867.5,-2274.7000000000044,-5.034086923036927,-30.45113788487288
363,47400.0,159775.0,129100.0,2.65,45400.0,1194400.0,265575.0,275.05,277.7,6942.5,-2277.7000000000044,-5.04072615492206,-8.202016564638114
364,45000.0,2440075.0,1173100.0,276.9,43000.0,4202375.0,-119300.0,4.65,281.54999999999995,7038.749999999999,-2281.550000000003,-5.049246502507977,-8.103534008169076
365,47200.0,484075.0,351400.0,2.9,45000.0,7724850.0,4165800.0,81.3,84.2,2105.0,-2284.2000000000044,-5.055111157339847,-27.128266033254206
366,45300.0,5254300.0,3348375.0,105.3,43100.0,368625.0,30075.0,4.75,110.05,2751.25,-2310.050000000003,-5.112319205416735,-20.99091322126309
367,46200.0,1691100.0,436775.0,5.45,43900.0,933925.0,-67175.0,6.25,11.7,292.5,-2311.699999999997,-5.115970782953545,-197.58119658119634
368,46300.0,1066325.0,317750.0,4.85,44000.0,3446600.0,623950.0,7.1,11.95,298.75,-2311.949999999997,-5.116524052277305,-193.4686192468617
369,46400.0,814075.0,259075.0,4.45,44100.0,1127275.0,-178000.0,7.55,12.0,300.0,-2312.0,-5.116634706142065,-192.66666666666666
370,46100.0,1754375.0,698050.0,6.3,43800.0,1016200.0,196500.0,6.0,12.3,307.5,-2312.300000000003,-5.117298629330584,-187.99186991869942
371,46500.0,4800650.0,1379750.0,4.2,44200.0,1926050.0,372100.0,8.35,12.55,313.75,-2312.5499999999956,-5.117851898654329,-184.266932270916
372,47400.0,159775.0,129100.0,2.65,45300.0,2801750.0,573900.0,210.05,212.70000000000002,5317.5,-2312.7000000000044,-5.118183860248605,-10.873060648801149
373,46600.0,707075.0,208650.0,3.75,44300.0,2207225.0,112700.0,9.5,13.25,331.25,-2313.25,-5.11940105276087,-174.58490566037736
374,46000.0,4340325.0,1180850.0,7.8,43700.0,720475.0,16325.0,5.8,13.6,340.0,-2313.600000000006,-5.120175629814148,-170.11764705882396
375,45100.0,2374975.0,1930075.0,209.0,43000.0,4202375.0,-119300.0,4.65,213.65,5341.25,-2313.6500000000015,-5.12028628367889,-10.829159840861228
376,46700.0,572675.0,147150.0,3.55,44400.0,1870800.0,306325.0,11.65,15.2,380.0,-2315.2000000000044,-5.123716553486216,-152.3157894736845
377,45900.0,1876100.0,583675.0,9.6,43600.0,1053625.0,-257725.0,5.65,15.25,381.25,-2315.25,-5.123827207350958,-151.81967213114754
378,47300.0,187750.0,84475.0,2.65,45100.0,4001700.0,2254300.0,113.15,115.80000000000001,2895.0000000000005,-2315.800000000003,-5.1250443998632385,-19.99827288428327
379,45800.0,2359900.0,438450.0,13.05,43500.0,3412600.0,721900.0,5.55,18.6,465.00000000000006,-2318.600000000006,-5.131241016289369,-124.65591397849492
380,46800.0,881225.0,373625.0,3.45,44500.0,4072275.0,646925.0,15.25,18.7,467.5,-2318.699999999997,-5.1314623240188535,-123.99465240641696
381,46900.0,410125.0,78425.0,3.25,44600.0,2667550.0,780250.0,20.15,23.4,585.0,-2323.4000000000015,-5.141863787305571,-99.29059829059835
382,45700.0,3450825.0,1492750.0,18.95,43400.0,526175.0,122600.0,5.25,24.2,605.0,-2324.199999999997,-5.143634249141597,-96.04132231404947
383,47000.0,4486250.0,1178375.0,3.15,44700.0,2593750.0,641550.0,28.35,31.5,787.5,-2331.5,-5.159789713395425,-74.01587301587301
384,45600.0,3584900.0,1722975.0,29.2,43300.0,509450.0,-79725.0,4.95,34.15,853.75,-2334.149999999994,-5.16565436822728,-68.34992679355767
385,47100.0,243325.0,97575.0,3.0,44800.0,3248775.0,820475.0,39.7,42.7,1067.5,-2342.699999999997,-5.184576179099913,-54.86416861826691
386,45500.0,6027700.0,2723900.0,45.5,43200.0,582400.0,-1400.0,4.8,50.3,1257.5,-2350.300000000003,-5.201395566542262,-46.725646123260496
387,45200.0,5808700.0,4299350.0,150.55,43000.0,4202375.0,-119300.0,4.65,155.20000000000002,3880.0000000000005,-2355.2000000000044,-5.212239645287982,-15.175257731958789
388,47400.0,159775.0,129100.0,2.65,45200.0,5573200.0,3331225.0,155.75,158.4,3960.0,-2358.4000000000015,-5.219321492632116,-14.888888888888898
389,47200.0,484075.0,351400.0,2.9,44900.0,3096150.0,1801275.0,56.85,59.75,1493.75,-2359.75,-5.222309146980423,-39.49372384937239
390,45400.0,4535250.0,2639075.0,69.9,43100.0,368625.0,30075.0,4.75,74.65,1866.2500000000002,-2374.6500000000015,-5.255283998676584,-31.810448760884142
391,47500.0,1491450.0,365200.0,2.6,45400.0,1194400.0,265575.0,275.05,277.65000000000003,6941.250000000001,-2377.6500000000015,-5.261923230561716,-8.563479200432203
392,45000.0,2440075.0,1173100.0,276.9,42900.0,295925.0,-1500.0,4.45,281.34999999999997,7033.749999999999,-2381.3499999999985,-5.270111616553373,-8.464012795450502
393,47300.0,187750.0,84475.0,2.65,45000.0,7724850.0,4165800.0,81.3,83.95,2098.75,-2383.9500000000044,-5.2758656175205,-28.397260273972655
394,45300.0,5254300.0,3348375.0,105.3,43000.0,4202375.0,-119300.0,4.65,109.95,2748.75,-2409.9500000000044,-5.333405627191648,-21.918599363347013
395,46300.0,1066325.0,317750.0,4.85,43900.0,933925.0,-67175.0,6.25,11.1,277.5,-2411.0999999999985,-5.335950666080936,-217.21621621621608
396,46200.0,1691100.0,436775.0,5.45,43800.0,1016200.0,196500.0,6.0,11.45,286.25,-2411.449999999997,-5.336725243134198,-210.60698689956308
397,46400.0,814075.0,259075.0,4.45,44000.0,3446600.0,623950.0,7.1,11.55,288.75,-2411.5499999999956,-5.336946550863699,-208.7922077922074
398,46500.0,4800650.0,1379750.0,4.2,44100.0,1127275.0,-178000.0,7.55,11.75,293.75,-2411.75,-5.337389166322718,-205.25531914893617
399,46600.0,707075.0,208650.0,3.75,44200.0,1926050.0,372100.0,8.35,12.1,302.5,-2412.0999999999985,-5.33816374337598,-199.34710743801642
400,46100.0,1754375.0,698050.0,6.3,43700.0,720475.0,16325.0,5.8,12.1,302.5,-2412.100000000006,-5.338163743375996,-199.34710743801702
401,47500.0,1491450.0,365200.0,2.6,45300.0,2801750.0,573900.0,210.05,212.65,5316.25,-2412.6500000000015,-5.339380935888261,-11.345638372913244
402,46700.0,572675.0,147150.0,3.55,44300.0,2207225.0,112700.0,9.5,13.05,326.25,-2413.050000000003,-5.340266166806281,-184.9080459770117
403,45100.0,2374975.0,1930075.0,209.0,42900.0,295925.0,-1500.0,4.45,213.45,5336.25,-2413.449999999997,-5.341151397724286,-11.306863434059485
404,46000.0,4340325.0,1180850.0,7.8,43600.0,1053625.0,-257725.0,5.65,13.45,336.25,-2413.4500000000044,-5.341151397724302,-179.4386617100375
405,46800.0,881225.0,373625.0,3.45,44400.0,1870800.0,306325.0,11.65,15.100000000000001,377.50000000000006,-2415.0999999999985,-5.344802975261112,-159.94039735099327
406,45900.0,1876100.0,583675.0,9.6,43500.0,3412600.0,721900.0,5.55,15.149999999999999,378.74999999999994,-2415.1500000000015,-5.344913629125871,-159.41584158415853
407,47400.0,159775.0,129100.0,2.65,45100.0,4001700.0,2254300.0,113.15,115.80000000000001,2895.0000000000005,-2415.800000000003,-5.346352129367653,-20.86183074265978
408,45800.0,2359900.0,438450.0,13.05,43400.0,526175.0,122600.0,5.25,18.3,457.5,-2418.300000000003,-5.351884822605264,-132.14754098360672
409,46900.0,410125.0,78425.0,3.25,44500.0,4072275.0,646925.0,15.25,18.5,462.5,-2418.5,-5.352327438064266,-130.72972972972974
410,47000.0,4486250.0,1178375.0,3.15,44600.0,2667550.0,780250.0,20.15,23.299999999999997,582.4999999999999,-2423.300000000003,-5.362950209080484,-104.0042918454937
411,45700.0,3450825.0,1492750.0,18.95,43300.0,509450.0,-79725.0,4.95,23.9,597.5,-2423.899999999994,-5.364278055457492,-101.41841004184077
412,47100.0,243325.0,97575.0,3.0,44700.0,2593750.0,641550.0,28.35,31.35,783.75,-2431.3499999999985,-5.38076548130558,-77.55502392344492
413,45600.0,3584900.0,1722975.0,29.2,43200.0,582400.0,-1400.0,4.8,34.0,850.0,-2434.0,-5.38663013613745,-71.58823529411765
414,47200.0,484075.0,351400.0,2.9,44800.0,3248775.0,820475.0,39.7,42.6,1065.0,-2442.5999999999985,-5.405662600874826,-57.338028169014045
415,45500.0,6027700.0,2723900.0,45.5,43100.0,368625.0,30075.0,4.75,50.25,1256.25,-2450.25,-5.422592642181918,-48.76119402985075
416,45200.0,5808700.0,4299350.0,150.55,42900.0,295925.0,-1500.0,4.45,155.0,3875.0,-2455.0,-5.433104759333377,-15.838709677419354
417,47500.0,1491450.0,365200.0,2.6,45200.0,5573200.0,3331225.0,155.75,158.35,3958.75,-2458.3499999999985,-5.440518568271772,-15.524786864540566
418,47300.0,187750.0,84475.0,2.65,44900.0,3096150.0,1801275.0,56.85,59.5,1487.5,-2459.5,-5.443063607161076,-41.33613445378151
419,45400.0,4535250.0,2639075.0,69.9,43000.0,4202375.0,-119300.0,4.65,74.55000000000001,1863.7500000000002,-2474.550000000003,-5.476370420451496,-33.19315895372237
420,47600.0,161875.0,120925.0,2.6,45400.0,1194400.0,265575.0,275.05,277.65000000000003,6941.250000000001,-2477.6500000000015,-5.48323096006613,-8.92364487664326
421,45000.0,2440075.0,1173100.0,276.9,42800.0,334875.0,53900.0,4.35,281.25,7031.25,-2481.25,-5.491198038328286,-8.822222222222223
422,47400.0,159775.0,129100.0,2.65,45000.0,7724850.0,4165800.0,81.3,83.95,2098.75,-2483.9500000000044,-5.497173347024915,-29.58844550327581
423,45300.0,5254300.0,3348375.0,105.3,42900.0,295925.0,-1500.0,4.45,109.75,2743.75,-2509.75,-5.554270741237044,-22.867881548974943
424,46400.0,814075.0,259075.0,4.45,43900.0,933925.0,-67175.0,6.25,10.7,267.5,-2510.699999999997,-5.556373164667329,-234.64485981308385
425,46300.0,1066325.0,317750.0,4.85,43800.0,1016200.0,196500.0,6.0,10.85,271.25,-2510.8499999999985,-5.55670512626159,-231.41474654377868
426,46200.0,1691100.0,436775.0,5.45,43700.0,720475.0,16325.0,5.8,11.25,281.25,-2511.25,-5.557590357179611,-223.22222222222223
427,46500.0,4800650.0,1379750.0,4.2,44000.0,3446600.0,623950.0,7.1,11.3,282.5,-2511.2999999999956,-5.557701011044354,-222.23893805309694
428,46600.0,707075.0,208650.0,3.75,44100.0,1127275.0,-178000.0,7.55,11.3,282.5,-2511.300000000003,-5.557701011044369,-222.2389380530976
429,46700.0,572675.0,147150.0,3.55,44200.0,1926050.0,372100.0,8.35,11.899999999999999,297.49999999999994,-2511.9000000000015,-5.559028857421392,-211.0840336134455
430,46100.0,1754375.0,698050.0,6.3,43600.0,1053625.0,-257725.0,5.65,11.95,298.75,-2511.9500000000044,-5.55913951128615,-210.20502092050248
431,47600.0,161875.0,120925.0,2.6,45300.0,2801750.0,573900.0,210.05,212.65,5316.25,-2512.6500000000015,-5.560688665392675,-11.815894662591118
432,46800.0,881225.0,373625.0,3.45,44300.0,2207225.0,112700.0,9.5,12.95,323.75,-2512.949999999997,-5.561352588581179,-194.05019305019283
433,45100.0,2374975.0,1930075.0,209.0,42800.0,334875.0,53900.0,4.35,213.35,5333.75,-2513.3499999999985,-5.562237819499201,-11.78040778064213
434,46000.0,4340325.0,1180850.0,7.8,43500.0,3412600.0,721900.0,5.55,13.35,333.75,-2513.350000000006,-5.562237819499217,-188.2659176029967
435,45900.0,1876100.0,583675.0,9.6,43400.0,526175.0,122600.0,5.25,14.85,371.25,-2514.8499999999985,-5.565557435441766,-169.35016835016825
436,46900.0,410125.0,78425.0,3.25,44400.0,1870800.0,306325.0,11.65,14.9,372.5,-2514.9000000000015,-5.5656680893065245,-168.78523489932894
437,47500.0,1491450.0,365200.0,2.6,45100.0,4001700.0,2254300.0,113.15,115.75,2893.75,-2515.75,-5.567549205007309,-21.734341252699785
438,45800.0,2359900.0,438450.0,13.05,43300.0,509450.0,-79725.0,4.95,18.0,450.0,-2518.0,-5.572528628921159,-139.88888888888889
439,47000.0,4486250.0,1178375.0,3.15,44500.0,4072275.0,646925.0,15.25,18.4,459.99999999999994,-2518.4000000000015,-5.573413859839179,-136.8695652173914
440,47100.0,243325.0,97575.0,3.0,44600.0,2667550.0,780250.0,20.15,23.15,578.75,-2523.1500000000015,-5.583925976990639,-108.99136069114478
441,45700.0,3450825.0,1492750.0,18.95,43200.0,582400.0,-1400.0,4.8,23.75,593.75,-2523.75,-5.585253823367662,-106.26315789473684
442,47200.0,484075.0,351400.0,2.9,44700.0,2593750.0,641550.0,28.35,31.25,781.25,-2531.25,-5.601851903080493,-81.0
443,45600.0,3584900.0,1722975.0,29.2,43100.0,368625.0,30075.0,4.75,33.95,848.7500000000001,-2533.949999999997,-5.607827211777106,-74.6377025036818
444,47300.0,187750.0,84475.0,2.65,44800.0,3248775.0,820475.0,39.7,42.35,1058.75,-2542.3499999999985,-5.626417061055481,-60.03187721369536
445,45500.0,6027700.0,2723900.0,45.5,43000.0,4202375.0,-119300.0,4.65,50.15,1253.75,-2550.1500000000015,-5.643679063956831,-50.85044865403792
446,45200.0,5808700.0,4299350.0,150.55,42800.0,334875.0,53900.0,4.35,154.9,3872.5,-2554.9000000000015,-5.65419118110829,-16.49386701097483
447,47600.0,161875.0,120925.0,2.6,45200.0,5573200.0,3331225.0,155.75,158.35,3958.75,-2558.3499999999985,-5.661826297776186,-16.156299336911896
448,47400.0,159775.0,129100.0,2.65,44900.0,3096150.0,1801275.0,56.85,59.5,1487.5,-2559.5,-5.66437133666549,-43.016806722689076
449,45400.0,4535250.0,2639075.0,69.9,42900.0,295925.0,-1500.0,4.45,74.35000000000001,1858.7500000000002,-2574.3499999999985,-5.697235534496893,-34.62474781439137
450,47700.0,183125.0,123500.0,2.65,45400.0,1194400.0,265575.0,275.05,277.7,6942.5,-2577.7000000000044,-5.704649343435304,-9.282319049333829
451,45000.0,2440075.0,1173100.0,276.9,42700.0,458675.0,106650.0,4.15,281.04999999999995,7026.249999999999,-2581.050000000003,-5.712063152373698,-9.183597224693127
452,47500.0,1491450.0,365200.0,2.6,45000.0,7724850.0,4165800.0,81.3,83.89999999999999,2097.5,-2583.9000000000015,-5.718370422664571,-30.797377830750914
453,45300.0,5254300.0,3348375.0,105.3,42800.0,334875.0,53900.0,4.35,109.64999999999999,2741.25,-2609.6500000000015,-5.775357163011958,-23.799817601459203
454,46400.0,814075.0,259075.0,4.45,43800.0,1016200.0,196500.0,6.0,10.45,261.25,-2610.449999999997,-5.777127624847983,-249.8038277511959
455,46500.0,4800650.0,1379750.0,4.2,43900.0,933925.0,-67175.0,6.25,10.45,261.25,-2610.449999999997,-5.777127624847983,-249.8038277511959
456,46300.0,1066325.0,317750.0,4.85,43700.0,720475.0,16325.0,5.8,10.649999999999999,266.24999999999994,-2610.6500000000015,-5.777570240307002,-245.1314553990612
457,46600.0,707075.0,208650.0,3.75,44000.0,3446600.0,623950.0,7.1,10.85,271.25,-2610.8499999999985,-5.778012855766004,-240.63133640552982
458,46200.0,1691100.0,436775.0,5.45,43600.0,1053625.0,-257725.0,5.65,11.100000000000001,277.50000000000006,-2611.0999999999985,-5.778566125089765,-235.23423423423407
459,46700.0,572675.0,147150.0,3.55,44100.0,1127275.0,-178000.0,7.55,11.1,277.5,-2611.100000000006,-5.778566125089781,-235.23423423423478
460,46800.0,881225.0,373625.0,3.45,44200.0,1926050.0,372100.0,8.35,11.8,295.0,-2611.7999999999956,-5.7801152791962895,-221.33898305084708
461,46100.0,1754375.0,698050.0,6.3,43500.0,3412600.0,721900.0,5.55,11.85,296.25,-2611.850000000006,-5.780225933061065,-220.40928270042244
462,47700.0,183125.0,123500.0,2.65,45300.0,2801750.0,573900.0,210.05,212.70000000000002,5317.5,-2612.7000000000044,-5.782107048761849,-12.283497884344166
463,46900.0,410125.0,78425.0,3.25,44300.0,2207225.0,112700.0,9.5,12.75,318.75,-2612.75,-5.782217702626591,-204.92156862745097
464,46000.0,4340325.0,1180850.0,7.8,43400.0,526175.0,122600.0,5.25,13.05,326.25,-2613.050000000003,-5.782881625815111,-200.233716475096
465,45100.0,2374975.0,1930075.0,209.0,42700.0,458675.0,106650.0,4.15,213.15,5328.75,-2613.1500000000015,-5.783102933544612,-12.259676284306833
466,45900.0,1876100.0,583675.0,9.6,43300.0,509450.0,-79725.0,4.95,14.55,363.75,-2614.5499999999956,-5.786201241757661,-179.69415807560105
467,47000.0,4486250.0,1178375.0,3.15,44400.0,1870800.0,306325.0,11.65,14.8,370.0,-2614.800000000003,-5.786754511081438,-176.67567567567588
468,47600.0,161875.0,120925.0,2.6,45100.0,4001700.0,2254300.0,113.15,115.75,2893.75,-2615.75,-5.788856934511723,-22.598272138228943
469,45800.0,2359900.0,438450.0,13.05,43200.0,582400.0,-1400.0,4.8,17.85,446.25000000000006,-2617.850000000006,-5.793504396831329,-146.65826330532244
470,47100.0,243325.0,97575.0,3.0,44500.0,4072275.0,646925.0,15.25,18.25,456.25,-2618.25,-5.794389627749334,-143.46575342465752
471,47200.0,484075.0,351400.0,2.9,44600.0,2667550.0,780250.0,20.15,23.049999999999997,576.2499999999999,-2623.050000000003,-5.805012398765552,-113.79826464208257
472,45700.0,3450825.0,1492750.0,18.95,43100.0,368625.0,30075.0,4.75,23.7,592.5,-2623.699999999997,-5.806450899007318,-110.70464135021085
473,47300.0,187750.0,84475.0,2.65,44700.0,2593750.0,641550.0,28.35,31.0,775.0,-2631.0,-5.822606363261147,-84.87096774193549
474,45600.0,3584900.0,1722975.0,29.2,43000.0,4202375.0,-119300.0,4.65,33.85,846.25,-2633.8499999999985,-5.82891363355202,-77.8094534711964
475,47400.0,159775.0,129100.0,2.65,44800.0,3248775.0,820475.0,39.7,42.35,1058.75,-2642.3499999999985,-5.847724790559894,-62.39315230224317
476,45500.0,6027700.0,2723900.0,45.5,42900.0,295925.0,-1500.0,4.45,49.95,1248.75,-2649.949999999997,-5.864544178002227,-53.05205205205199
477,45200.0,5808700.0,4299350.0,150.55,42700.0,458675.0,106650.0,4.15,154.70000000000002,3867.5000000000005,-2654.7000000000044,-5.875056295153703,-17.160310277957365
478,47700.0,183125.0,123500.0,2.65,45200.0,5573200.0,3331225.0,155.75,158.4,3960.0,-2658.4000000000015,-5.883244681145359,-16.78282828282829
479,47500.0,1491450.0,365200.0,2.6,44900.0,3096150.0,1801275.0,56.85,59.45,1486.25,-2659.449999999997,-5.885568412305147,-44.73423044575268
480,45400.0,4535250.0,2639075.0,69.9,42800.0,334875.0,53900.0,4.35,74.25,1856.25,-2674.25,-5.918321956271806,-36.01683501683502
481,45000.0,2440075.0,1173100.0,276.9,42600.0,217300.0,-86650.0,4.05,280.95,7023.75,-2680.9500000000044,-5.9331495741486115,-9.542445274959974
482,47600.0,161875.0,120925.0,2.6,45000.0,7724850.0,4165800.0,81.3,83.89999999999999,2097.5,-2683.9000000000015,-5.939678152168986,-31.98927294398095
483,45300.0,5254300.0,3348375.0,105.3,42700.0,458675.0,106650.0,4.15,109.45,2736.25,-2709.4500000000044,-5.996222277057369,-24.75513933302882
484,46600.0,707075.0,208650.0,3.75,43900.0,933925.0,-67175.0,6.25,10.0,250.0,-2710.0,-5.997439469569634,-271.0
485,46500.0,4800650.0,1379750.0,4.2,43800.0,1016200.0,196500.0,6.0,10.2,254.99999999999997,-2710.199999999997,-5.997882085028636,-265.70588235294093
486,46400.0,814075.0,259075.0,4.45,43700.0,720475.0,16325.0,5.8,10.25,256.25,-2710.25,-5.997992738893395,-264.4146341463415
487,46300.0,1066325.0,317750.0,4.85,43600.0,1053625.0,-257725.0,5.65,10.5,262.5,-2710.5,-5.998546008217157,-258.14285714285717
488,46700.0,572675.0,147150.0,3.55,44000.0,3446600.0,623950.0,7.1,10.649999999999999,266.24999999999994,-2710.6500000000015,-5.998877969811416,-254.52112676056356
489,46800.0,881225.0,373625.0,3.45,44100.0,1127275.0,-178000.0,7.55,11.0,275.0,-2711.0,-5.999652546864678,-246.45454545454547
490,46200.0,1691100.0,436775.0,5.45,43500.0,3412600.0,721900.0,5.55,11.0,275.0,-2711.0,-5.999652546864678,-246.45454545454547
491,46100.0,1754375.0,698050.0,6.3,43400.0,526175.0,122600.0,5.25,11.55,288.75,-2711.550000000003,-6.0008697393769594,-234.766233766234
492,46900.0,410125.0,78425.0,3.25,44200.0,1926050.0,372100.0,8.35,11.6,290.0,-2711.5999999999985,-6.000980393241702,-233.75862068965506
493,47000.0,4486250.0,1178375.0,3.15,44300.0,2207225.0,112700.0,9.5,12.65,316.25,-2712.6500000000015,-6.003304124401505,-214.4387351778657
494,46000.0,4340325.0,1180850.0,7.8,43300.0,509450.0,-79725.0,4.95,12.75,318.75,-2712.75,-6.003525432131005,-212.76470588235293
495,45100.0,2374975.0,1930075.0,209.0,42600.0,217300.0,-86650.0,4.05,213.05,5326.25,-2713.050000000003,-6.004189355319525,-12.734334663224608
496,45900.0,1876100.0,583675.0,9.6,43200.0,582400.0,-1400.0,4.8,14.399999999999999,359.99999999999994,-2714.4000000000015,-6.007177009667831,-188.5000000000001
497,47100.0,243325.0,97575.0,3.0,44400.0,1870800.0,306325.0,11.65,14.65,366.25,-2714.6500000000015,-6.007730278991593,-185.30034129692842
498,47700.0,183125.0,123500.0,2.65,45100.0,4001700.0,2254300.0,113.15,115.80000000000001,2895.0000000000005,-2715.800000000003,-6.010275317880897,-23.452504317789316
499,45800.0,2359900.0,438450.0,13.05,43100.0,368625.0,30075.0,4.75,17.8,445.0,-2717.800000000003,-6.0147014724709855,-152.68539325842713
500,47200.0,484075.0,351400.0,2.9,44500.0,4072275.0,646925.0,15.25,18.15,453.74999999999994,-2718.1500000000015,-6.015476049524247,-149.76033057851248
501,47300.0,187750.0,84475.0,2.65,44600.0,2667550.0,780250.0,20.15,22.799999999999997,569.9999999999999,-2722.800000000003,-6.025766858946206,-119.42105263157909
502,45700.0,3450825.0,1492750.0,18.95,43000.0,4202375.0,-119300.0,4.65,23.6,590.0,-2723.5999999999985,-6.027537320782232,-115.40677966101688
503,47400.0,159775.0,129100.0,2.65,44700.0,2593750.0,641550.0,28.35,31.0,775.0,-2731.0,-6.0439140927655615,-88.09677419354838
504,45600.0,3584900.0,1722975.0,29.2,42900.0,295925.0,-1500.0,4.45,33.65,841.25,-2733.649999999994,-6.049778747597415,-81.23774145616625
505,47500.0,1491450.0,365200.0,2.6,44800.0,3248775.0,820475.0,39.7,42.300000000000004,1057.5,-2742.2999999999956,-6.068921866199551,-64.82978723404244
506,45500.0,6027700.0,2723900.0,45.5,42800.0,334875.0,53900.0,4.35,49.85,1246.25,-2749.8499999999985,-6.08563059977714,-55.16248746238713
507,45200.0,5808700.0,4299350.0,150.55,42600.0,217300.0,-86650.0,4.05,154.60000000000002,3865.0000000000005,-2754.600000000006,-6.096142716928616,-17.817593790426944
508,47600.0,161875.0,120925.0,2.6,44900.0,3096150.0,1801275.0,56.85,59.45,1486.25,-2759.449999999997,-6.10687614180956,-46.41631623212779
509,45400.0,4535250.0,2639075.0,69.9,42700.0,458675.0,106650.0,4.15,74.05000000000001,1851.2500000000002,-2774.050000000003,-6.139187070317218,-37.46185010128295
510,45000.0,2440075.0,1173100.0,276.9,42500.0,2811175.0,381875.0,3.9,280.79999999999995,7019.999999999999,-2780.800000000003,-6.154125342058766,-9.903133903133915
