,datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
24,2024-05-17 09:39:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,323.15,323.15,312.1,316.9,86670,1317645,24
25,2024-05-17 09:40:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,317.2,318.8,314.25,316.1,45990,1317645,25
26,2024-05-17 09:41:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,313.9,318.75,309.35,318.3,66735,1317645,26
27,2024-05-17 09:42:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,317.75,318.5,309.45,312.4,53535,1355775,27
28,2024-05-17 09:43:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,311.15,313.15,291.75,297.65,247425,1355775,28
29,2024-05-17 09:44:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,294.3,304.55,292.15,300.25,110865,1355775,29
30,2024-05-17 09:45:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,297.5,301.55,292.55,300.25,69810,1382535,30
31,2024-05-17 09:46:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,302.4,321.85,302.4,313.15,202410,1382535,31
32,2024-05-17 09:47:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,312,321.6,310.8,311.9,125760,1382535,32
33,2024-05-17 09:48:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,314.5,317.7,311,313.75,58005,1401165,33
34,2024-05-17 09:49:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,312.5,313.05,303,307.05,89235,1401165,34
35,2024-05-17 09:50:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,305.05,317.3,304.8,313.45,98985,1401165,35
36,2024-05-17 09:51:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,316.1,347.4,315.1,330.45,393180,1447365,36
37,2024-05-17 09:52:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,334.1,337.4,327.3,333.85,222315,1447365,37
38,2024-05-17 09:53:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,331.4,336.8,318.55,333.75,251520,1447365,38
39,2024-05-17 09:54:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,335.4,347.75,328,340.05,219660,1492020,39
40,2024-05-17 09:55:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,339.35,343.9,333.35,342.05,222630,1492020,40
41,2024-05-17 09:56:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,341.45,376,337.5,367.15,651510,1492020,41
42,2024-05-17 09:57:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,368.45,380,368.45,373.7,479970,1481085,42
43,2024-05-17 09:58:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,375,404.7,372.75,394.85,584445,1481085,43
44,2024-05-17 09:59:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,400.6,400.6,379.95,385.55,293535,1481085,44
45,2024-05-17 10:00:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,385.2,385.2,367.9,382.3,247455,1402890,45
46,2024-05-17 10:01:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,387,394.6,382.55,382.55,205695,1402890,46
47,2024-05-17 10:02:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,384.6,419.15,376.95,406.7,394200,1402890,47
48,2024-05-17 10:03:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,399.2,413.1,398.5,410.7,212280,1403355,48
49,2024-05-17 10:04:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,410.3,411.15,400.7,404.65,169440,1403355,49
50,2024-05-17 10:05:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,403,438.2,403,435.15,454725,1403355,50
51,2024-05-17 10:06:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,434.2,434.2,370.95,376.95,369225,1293600,51
52,2024-05-17 10:07:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,381.25,381.25,349.25,367.05,344130,1293600,52
53,2024-05-17 10:08:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,368.2,392.1,368.2,392.1,245355,1293600,53
54,2024-05-17 10:09:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,391.55,417.1,384.75,407.35,237315,1319940,54
55,2024-05-17 10:10:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,406.6,421,393.15,404.4,190575,1319940,55
56,2024-05-17 10:11:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,404.45,407.5,393.95,399.05,88215,1319940,56
57,2024-05-17 10:12:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,397.7,401.85,383.75,387.4,111735,1363125,57
58,2024-05-17 10:13:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,386.85,395,375.2,377,100395,1363125,58
59,2024-05-17 10:14:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,380.4,386.75,379.55,380.2,75855,1363125,59
60,2024-05-17 10:15:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,377.75,389,372.55,378.25,127665,1372800,60
61,2024-05-17 10:16:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,373.95,382.6,370.55,382.25,79650,1372800,61
62,2024-05-17 10:17:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,383.4,398.1,383.4,389.35,123570,1372800,62
63,2024-05-17 10:18:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,391.3,396.1,388.35,394.55,90120,1389795,63
64,2024-05-17 10:19:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,394.2,404.95,394.2,397.65,118125,1389795,64
65,2024-05-17 10:20:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,396,399.8,389.25,391.35,88830,1389795,65
66,2024-05-17 10:21:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,392.1,400.35,387,387.7,109050,1418340,66
67,2024-05-17 10:22:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,390.05,390.05,378.7,384.9,114015,1418340,67
68,2024-05-17 10:23:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,384.2,388.4,379.35,382.55,57450,1418340,68
69,2024-05-17 10:24:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,382.25,411.05,379.8,401,159765,1426230,69
70,2024-05-17 10:25:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,398.6,419.7,397.35,419.7,213330,1426230,70
71,2024-05-17 10:26:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,412.2,417.95,407.15,417.95,116460,1426230,71
72,2024-05-17 10:27:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,417.45,432.85,416.55,419.8,272355,1391910,72
73,2024-05-17 10:28:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,415.55,439.65,415.55,439.65,137025,1391910,73
74,2024-05-17 10:29:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,461.85,468.7,445.1,447.6,358830,1391910,74
75,2024-05-17 10:30:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,445.95,456.55,437.7,444.05,157920,1278495,75
76,2024-05-17 10:31:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,442.5,457.3,435,453.2,138525,1278495,76
77,2024-05-17 10:32:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,449.6,456.65,449,454.2,100365,1278495,77
78,2024-05-17 10:33:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,459,459,450,453.8,75870,1270875,78
79,2024-05-17 10:34:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,452.15,452.15,422.1,431.3,172020,1270875,79
80,2024-05-17 10:35:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,429.5,440,425.55,440,97170,1270875,80
81,2024-05-17 10:36:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,437.8,449.85,437.7,444.95,84405,1274340,81
82,2024-05-17 10:37:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,447.5,483.85,446.75,458.45,306750,1274340,82
83,2024-05-17 10:38:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,459.2,459.2,439.2,444.6,103350,1274340,83
84,2024-05-17 10:39:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,442.9,443.45,425.8,425.8,81270,1220865,84
85,2024-05-17 10:40:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,418.65,435.35,417.85,435,99585,1220865,85
86,2024-05-17 10:41:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,438.6,442.25,430,430,54900,1220865,86
87,2024-05-17 10:42:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,427,431,421.8,431,43560,1210455,87
88,2024-05-17 10:43:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,430.75,441.85,426.8,430.2,50970,1210455,88
89,2024-05-17 10:44:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,432.2,445.95,430.8,443.8,62460,1210455,89
90,2024-05-17 10:45:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,444.95,449.15,443.4,446.15,77910,1213980,90
91,2024-05-17 10:46:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,446.55,451.3,444.4,446,58545,1213980,91
92,2024-05-17 10:47:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,445.5,446.85,430.55,435,81495,1213980,92
93,2024-05-17 10:48:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,435.35,441.5,431.8,435.95,36300,1224465,93
94,2024-05-17 10:49:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,438.55,438.55,406.05,414.15,118725,1224465,94
95,2024-05-17 10:50:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,417.85,434.7,417.85,427.75,72015,1224465,95
96,2024-05-17 10:51:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,424.05,425.55,419,424.1,33960,1224675,96
97,2024-05-17 10:52:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,425,430.85,418.95,430.85,33060,1224675,97
98,2024-05-17 10:53:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,431.2,439,431.2,436.25,58560,1224675,98
99,2024-05-17 10:54:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,438,440.7,425.15,430.8,48630,1229760,99
100,2024-05-17 10:55:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,432.9,436,427.25,435.85,52665,1229760,100
101,2024-05-17 10:56:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,435.35,444.1,434.35,441,54855,1229760,101
102,2024-05-17 10:57:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,440.25,446.5,438.1,439.65,58500,1251930,102
103,2024-05-17 10:58:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,442.95,446.1,439.8,440.6,51405,1251930,103
104,2024-05-17 10:59:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,438.2,442.45,431,435.05,32130,1251930,104
105,2024-05-17 11:00:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,438.55,439.7,429,433.25,54510,1241850,105
106,2024-05-17 11:01:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,435.95,437.4,419.05,419.85,50700,1241850,106
107,2024-05-17 11:02:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,421.45,445.35,415.65,442.7,82680,1241850,107
108,2024-05-17 11:03:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,443.25,443.25,435.3,441.8,49500,1241925,108
109,2024-05-17 11:04:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,438.55,450.3,438.55,447.35,81525,1241925,109
110,2024-05-17 11:05:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,450,452.6,440.5,440.9,59565,1241925,110
111,2024-05-17 11:06:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,444.7,444.7,428.8,429.7,60195,1242600,111
112,2024-05-17 11:07:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,430.45,441.3,428,441.3,24705,1242600,112
113,2024-05-17 11:08:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,439.05,440.4,428,430,23655,1242600,113
114,2024-05-17 11:09:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,431.25,432.55,425.2,429.1,44910,1246455,114
115,2024-05-17 11:10:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,432.9,432.9,403.6,415.2,67485,1246455,115
116,2024-05-17 11:11:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,412.2,419.95,399.65,419.95,123855,1246455,116
117,2024-05-17 11:12:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,423.3,448.95,423.3,442,139800,1235010,117
118,2024-05-17 11:13:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,436.5,448.4,436.5,445.35,62460,1235010,118
119,2024-05-17 11:14:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,446.2,462.25,442.2,455.75,149940,1235010,119
120,2024-05-17 11:15:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,451.65,456.6,442.75,446.8,62175,1220385,120
121,2024-05-17 11:16:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,443,449.4,440.5,449.15,43350,1220385,121
122,2024-05-17 11:17:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,457.55,460.35,450.85,451.3,79425,1220385,122
123,2024-05-17 11:18:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,446.6,459,444.5,459,42615,1214715,123
124,2024-05-17 11:19:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,461.1,461.1,452.85,452.85,47745,1214715,124
125,2024-05-17 11:20:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,452.45,452.45,428.55,430.2,82080,1214715,125
126,2024-05-17 11:21:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,430.4,435.5,421.6,425.6,48555,1204095,126
127,2024-05-17 11:22:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,427.95,435.5,418.75,434.6,58695,1204095,127
128,2024-05-17 11:23:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,435.4,440.7,432.65,436.55,38865,1204095,128
129,2024-05-17 11:24:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,440.5,441.35,424.1,428.65,23445,1185855,129
130,2024-05-17 11:25:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,429.3,435.5,419.15,424.45,34770,1185855,130
131,2024-05-17 11:26:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,426.95,427.75,413.4,416.1,48075,1185855,131
132,2024-05-17 11:27:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,415.1,415.1,400.2,400.2,96375,1179810,132
133,2024-05-17 11:28:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,400.3,413.8,400.3,410.85,61710,1179810,133
134,2024-05-17 11:29:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,412.65,424.25,409.8,420.65,54270,1179810,134
135,2024-05-17 11:30:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,422.95,425.15,415.15,418,43050,1195545,135
136,2024-05-17 11:31:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,415.9,422.25,410.1,419.55,42630,1195545,136
137,2024-05-17 11:32:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,416.45,422.85,415.55,418.2,24255,1195545,137
138,2024-05-17 11:33:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,416.4,423.6,416.4,422.35,12225,1198395,138
139,2024-05-17 11:34:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,422.4,434.8,421.3,421.3,70260,1198395,139
140,2024-05-17 11:35:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,422.5,433,422.4,430.65,41835,1198395,140
141,2024-05-17 11:36:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,426.95,430.5,426,426,22845,1193085,141
142,2024-05-17 11:37:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,423.6,424.95,414.4,421.35,34890,1193085,142
143,2024-05-17 11:38:00,CNXBAN,NFO,Options,22-MAY-24,Call,47900,417,420.3,410.75,414.85,35535,1193085,143
